Nr,Vorname,Nachname,Titel,Geschlecht,Konfession,Bemerkungen
1551,"Maria Anna","Pichsenmeister",,1,0,"die ehemalige Kammerdienerin der Kaiserin Amalia (cubicularia) starb am 12.3.1757 (Hofburgpfarre, Sterbebuch 1755-1824, 2)."
4497,"Franziska","Huber","1778 h.e., ab 1781 in Klagenfurt",0,0,
1614,"Maria Eleonora G.v.","Trautmannsdorf",,1,0,"heiratet am 18.7.1723 einen Franz Heinrich Schlick, G.v. Passau u Weisskirchen, K und bö. Rat (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 464)."
3587,"Christoph","Kurzendorffer","ab 1766 Kammerheizer bei M. Beatrix am Mailänder Hofstaat",2,0,"wird 1766 als Kammerheizer bei der Prinzessin Maria Beatrix von Modena aufgenommen (P 31, 17v). Diese Personen bleiben nominell im Hofdienst, kriegen Hofbesoldung mit den üblichen Zulagen. Ob er nach Mailand gegangen ist, ist aus den Unterlagen unklar."
2392,"Leopold Ulrich v.","Kolbenthurn",,2,0,"aus Personal Franz Stephans? Hat im HK 1746 die zweite Antikammertürhüterstelle, müsste daher schon früher im Dienst gewesen sein."
5417,"Karl F.v.","Auersperg","1797 RGV, RMTO, K, wGR, GFML, 1803 Inh. Inf. Reg.",0,0,"v"
4230,"Sebastian","Rueff",,0,0,"Joseph befiehlt im Ende Okt. 1785 seine Beförderung zum Mundkoch, weil vorzügliche dienste auch eine vorzügliche beförderung verdienen und Rueff alle Reisen und campagnen mit J gemacht hat. (OMeA Akten K. 10, 1785, Nr. 575)."
1616,"Maria Anna G.v.","Guttenstein",,1,0,"heiratet am 18.10.1723 Leopold G.v. Verdugo (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 465)."
4557,"Michael","Kraus",,0,0,"1777 u 1778 nicht im hk, im schem 1785 als ing"
5111,"Matthäus Fr. v.","Störck","seit mind. 1771 im toskan. Hofstaat, seit mind. 1791 Rat",0,0,"Sohn von Anton St. War auch Leibarzt in Florenz (Wagner, PP, 18). 
Seine Frau war Aja der Kinder Leopolds und Maria Ludovikas (Peham, Leopold II., 173)."
2003,"Balthasar","Hildebrand",,2,0,"heiratet am 10.4.1736 Maria Cordula Kornhoferin, Appolt (sein Vorgesetzter?) ist TZ (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 606).

War auch Garderobengehilfe, bekommt 348 fl 45 xr bis zu seinem Tod Anfang 1780 (Geh. KZA 6, fol. 57, Nr. 368)."
6224,"Karolina","Wintersee","nur Aug-Nov",0,0,
4586,"Joseph","Hillebrand","1786 v.",0,0,"1785 Ingenieur im Schem"
4522,"Wenzel","Lehnhardt","1781 abw, 1785 abw",0,0,"seit 1778 Tit. Katechet bei der Prager Normalschule (Wolfsgruber, Hofburgkapelle, 299)."
986,"Eleonora de","Bosch (Bossio)",,1,0,"heiratet am 31.10.1723 Don Pablo de Fornells, s.c. et chat. Secretarius titularius et tertius officialis ex numero secretaria supremi consilii hispanici pro expeditione negotiorum regni neapolitani (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 466)."
2448,"Matthias","Val le Lievre",,2,0,"starb 1784, seine Kinder Barbara und Anton bitten um gnadenspension bzw verleihung des Konduktquartals. Er ist Akzessist der bö-ö Hofkanzlei (OMeA Akten K. 8, Nr. 257)."
989,"Elisabeth","Rumauer",,1,0,"starb am 18.2.1758 als Witwe mit 87 Jahren (Hofburgpfarre, Sterbebuch 1755-1824, 3)."
2560,"Ignaz","Mitschko",,2,0,"war vorher schon als ""anderter hofbarbierer"" im Dienst, wechselt 1741 zu Elis. Chr.  (OMeA ÄZA K. 40, 5r-6v)."
2345,"Johann Joseph","Wolck",,2,0,"verh. Mit Maria Magdalena,
Tochter Maria Elisabeth Franziska, getauft 3.9.1746, Patin Elisabeth v. Dier (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 162).
Sohn Karl Joseph Johann Nepomuk, getauft am 15.10.1747, Pate Karl E.v. Dier, Rat, HKR, Kammerzahlmeister (Ebd., 164).
Tochter Maria Theresia Katharina Nepomucena, getauft 28.4.1753, Patin Maria Theresia Ribitsch, Gattin des Advokat Dr. Ribitsch Ebd., 175).
Tocher Maria Katharina Josepha, getauft 8.5.1755. Patin Katharina Geissenhofer, Josepha Ribitsch (Tochter v. oberer Patin?) (Ebd.,182).

Er starb am 27.9. ex inflammatione pectoris (Hofburgpfarre, Sterbebuch, 1755-1824, 19)."
3042,"Jakob","Sauboin","seit 1765 im toskan. Hofstaat als Kabinettsekretär, später auch Schatzmeister Leopolds",2,0,"lt Pangels 274 war Sauboin vorher bei Karl, aber im HK davon nix zu sehen.

Geht mit Leopold als Kabinettsekretär in die Toskana (P 30, 274), später auch sein Schatzmeister (Contini, 213).

Ein Lorenz Sauboin heiratet um den 27.4.1765 eine Josepha Neymayr gibt am 27.10.1754 seine Heiratsjuramente mit Josepha Stollnberger ab (Hofburgpfarre, Trauungsbuch 1749-72, 70)."
2790,"Matthias","Gruber (II)",,2,0,"Eine Eleonora Gruber, verwit. Forstmeisterin im Auhof, bekommt ab 1.1.1775 für sich und ihre 4 Kinder Josepha, Matthias, Joseph und Anton 120 fl aus dem Geh. KZA. Nach ihrem Tod bekommen das die Kinder weiter bis 1781(Geh. KZA 6, fol. 23 Nr. 97). 
Seine Witwe? Erstgeborener Sohn würde dann auch Matthias heißen."
5109,"Franz v.","Silbernagel",,0,0,"verh. Mit Viktoria geb. Riel (Kiel?), Tochter Theresia Eleonora, getauft am 25.1.1806, Pate Georg v. ? (Hofburgpfarre, Taufbuch 1755-1824, 94)."
4288,"Franz Xaver G. (später F.) v.","Orsini u. Rosenberg (Ursini)","1763 wGR, K, RGV, 1765-1772 in d. Toskana, Parma, Neapel, ab 1766 Obersthofmeister in d Toskana, spät. 1768 StM, KonfM, 1774 h.e., 1791 F.v.",0,0,"v
geb. 1723, Diplomat und Botschafter in Spanien, fädelt Hochzeit Leopolds mit Maria Ludovika ein, geht 1765 mit nach Florenz, zuerst als Berater, ab 1766 dann als Obersthofmeister (Nachfolger von Marchese Botta) und Chef der Kanzleien. Ende 1763 RGV. Setzt grundlegende Reformen in der Toskana durch. 1769 in Neapel und Parma um MT Bericht zu erstatten. 1771/2 auf eigenen Wunsch zurück nach Wien, begleitet 1774 Max auf seine Bildungstour (Kh-M, 1774, 17). 1777 zum OHM (wohl Fehler, wird Oberstkämmerer!) und Konferenzminister  ernannt. 1790 in den Reichsfürstenstand erhoben. Starb am 14.11.1796 in Wien. (wiki, Kh-M, 1764-67, 164, Arneth, GMT, VII, 394)"
4698,"Peter Emanuel","Ringelsdorfer",,0,0,"1785 als Ing im Schem"
1124,"Johann","Kirchschlager","1728 h.e.",2,0,"könnte er sein, ein Johann Kirchschlager (ohne Berufsangabe) heiratet am 15.4.1736 Agnes Helena Weberin in St. Stephan (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 606)."
3618,"Agnes de","Firenay (Frenay)",,1,0,"bleibt offenbar unverheiratet. 

Bleibt nach 1781 in der Burg, bekommt kein Kostgeld, aber Pension  (OMeA Akten K. 1 (1781), Nr. 112).

Starb am 7.11.1790 in der Burg am Schlag im 70 Jahr. Vor der Mariahilfer Linie beerdigt (Hofburgpfarre, Sterbebuch 1755-1824, 53)."
5112,"Joseph","Vespa","seit 1765 Leibchirurg im toskan. Hofstaat, 1791 Rat, 1795 v.",0,0,"seit 1765 Chirurg bei Leopold im toskanischen Hofstaat (Contini, 213). Kommt 1790 mit nach Wien."
239,"Theodor v.","Imbsen","1717 Rat, Amt fehlt ab 1718 im HK! Imbsen übernahm 1722 die Leitung der Geh. Kabinettskanzlei (Überwachung der Post!)",2,0," übernahm 1722 die Leitung der Geh. Kabinettskanzlei (Post!) 1743 übernahm Kabinettsekretär Koch die Überwachung der Post (Winkelbauer, Postwesen in Wr. Geschichtsblätter, 84f). 

Heiratet 1715 Maria Anna Locher v. Lindenheim, Tochter eines Hofkriegsreferendars. 1720 wird er Kanzler des RO vom Gold Vlies. Dann in versch. Kais. Kommissionsgeschäften,  stirbt am 13.2.1742

v"
1807,"Franz Wenzel","Neumann",,2,0,"bekam zur Beihilf für seine 2 Kinder Nepomuk und Achatius für jeden 30 fl ab 1.4.1764 (Geh. KZA 6, fol. 62, Nr. 408)."
2631,"Justina de","Lille",,1,0,"Tochter von Christina? 

Heiratet von Hof aus 1750, heiratet am 13.9.1750 Jakob Wachter. TZ Joseph Georg Wachter, Joseph Carl de Lille, Bruder der Braut (Hofburgpfarre,  Trauungsbuch, 1749-72, 13)."
2966,"Anton","Bell",,2,0,"Vater von Franz Tobias B. (Yasmin)."
5250,"Anna","La Tour (Latour)",,0,0,"eine Tochter von du vieux Latour de la venerie soll 1776 fille de garderobe in Mailand werden. MT hätte sie selbst gern, wenn sie einen Platz hätte. Leider keine vornamen! (MT an Ferd, 1776, Arneth, Briefe MTs an ihre Kinder, Bd. 2, 40).

Eine Kammerdienerin La Tour will im Okt. 1798 in Laxenburg heiraten, geht darum wer zuständig ist (Wolfsgruber, Hofburgkapelle, 342)."
4321,"Christoph v.","Lachtawitz (Lachowitz)","1775 Rat",0,0,
2223,"Adam Florian","Pichler","1755 zugleich Pfarrer zu Penzing, erzbischöfl. Wiener Konsistorialrat und Pfarrer in der Leopoldstadt",2,0,"Loch 1761-73
1780 nicht im HK"
4130,"Johann Baptist","Schwarz","in Laxenburg",0,0,
5126,"Anton","Loches (Lockes)","seit mind. 1771 im toskan. Hofstaat",0,0,"seit mind. 1771 Kammerdiener bei EH Leopold in der Toskana (Contini, 216)."
6111,"Peter","Molnar (Mollner)","1784 h.e., in Schönrbunn",0,0,"1785 in Schönbrunn, 1795 in Schönbrunn (1795 im Schem. Paul statt Peter, Fehler)"
792,"Dominik (Domenico)","Genuesi","ab 1761 abw.",2,0,"Schwager von Herculini (P 14, 141r).

V"
5744,"Franz Anton E.v.","Guttenberg",,0,0,"Ein Johann Nepomuk E.v. Guttenberg, Raitofficier in der Hofpostbuchhaltung, Sohn von Joseph E.v. Guttenberg, Hofrat und Maria Anna, geb. Penzenstein (Truchsess!) Sohn, 34 J alt, heiratet am 16.5.1805 Maria Cäcilia v. Spielberger, Kammerdienerin, Tochter v Ludwig Spielberger, Kammerdiener und Maria Magdalena, geb. Macka, beide verstorben, 30 J alt (Hofburgpfarre, Trauungsbuch 1756-1810, 275)."
3226,"Maria Anna (Marie Anne) v.","Haquier",,1,0,"kommt nach Austritt Maria Anna Verseaus.

Bleibt nach 1781 in der Burg, bekommt kein Kostgeld, aber Pension  (OMeA Akten K. 1 (1781), Nr. 112).

Starb am 20.3.1787 in der Burg an Brustkrebs mit 58 Jahren. Begraben am Matzleinsdorfer Gottesacker (Hofburgpfarre, Sterbebuch 1755-1824, 47)."
5147,"Georg","Hanzelmayer","Seit 1765 im toskan. Hofstaat",0,0,"Ein Giorgio Henselmeyer war 1765 Türhüter bei Leopold in der Toskana. (Contini, 214).

War vorher vermutl. In der Stallpartei, bekommt 1781 für einen Jagdausflug als Teil der Stallpartei Kostgeld (OMeA Akten K. 1, 1781, Nr. 105)."
5275,"Joseph","La Tour (Latour)",,0,0,"verw. Mit denen aus der venerie?"
3121,"Karl","Larundeur (La Rondeur)",,2,0,"Larondeur war schon bei eh lothringischen Hof, dann beim kais. Hof insgesamt 53 Jahre im Dienst, jetzt gestorben. Seit 20.6.1754  Kammertrabant. Seine Witwe Katharina bittet um Pension. Ein Drittel seiner Besoldung wär 133 fl, Ome Schwarzenberg schlägt 150 ex camerali vor und 100 fl aus Geh KZA. Placet MTs (OMeA AA K. 82, 11.2.1778) 

Katharina Rondeur, deren mann seel Kammertrabant gewesen ist, bekommt 150 fl jährl aus dem Geh. KZA (Geh. KZA 6, fol. 13, Nr. 21)."
5918,"Wenzel","Milender","seit 1765 im toskan. Hofstaat, zunächst als Türhüter",0,0,"seit 1765 im toskanischen Hofstaat, zunächst als Türhüter (Contini, 216)."
5240,"Maria Anna","Herzer, geb. Mayerhofer","schon vorher für den Hof tätig, ab 1792 Witwe, unter beiden Nachnamen in Akten",0,0,"verw mit Martin Herzer?

Schon seit 1785 leibwäscherin EH Franz! (OMeA Akten K. 8, Nr 267). In P nachschauen!

Amt fehlt 1793, in Akten 1785 als Herzer drin, in späten 1790er Jahren unter Mayerhofer im HK, dann unter Herzer"
4649,"Friedrich Moritz G.v.","Nostitz u. Rieneck","1785 wK, GdK, Inh. Drag. Reg., 1791 RGV, wGR, 1796 Präs.d.HKrR",0,0,"v

war vorher FML. Ernennung zum Capitaine der Trabanten- und Leibgarde zu Fuß per Handbillet v 26.3.1785 (OMeA Akten K. 8, Nr. 176).

Eine Anna Dominika u. Ludmilla Nostitz bekommen ab 1.4.1760 jede 150 fl aus dem Geh. KZA (Geh. KZA 6, fol. 19, Nr. 70)."
5174,"Karl","Keil (Keill)","vorher Ingrossist bei der Domänen-Zentralbuchhalterei",0,0,"war vorher ""domänen zentral buchhalterei-Ingrossist"" wird 1790 Hoffuttermeister mit 650 fl.  (P47 (1790), Nr. 81)."
3761,"Georg","Gränitzer (Gräniger)","1769-72 pens., ab 1781 mit Maria Anna in Klagenfurt, 1784 h.e.",2,0,"Seit der Hochzeit EH Amalias hinterlassener  und nicht angestellter Sommelierjunge, wird 1772 wieder angestellt (P 36, 86r).

Geht mit nach Klagenfurt (P 41, 204r), kommt aus freien Stücken zurück und ist unwillig, wieder nach Klagenfurt zu gehen (OMeA Akten K. 4, 1783, Nr 66).

Joseph verfügt, dass er in Klagenfurt zu verbleiben hat, bei Strafe des Jobverlusts (OMeA Akten K. 5, 1783, Nr. 113).

Wird 1784 Sommelier u. Tafeldecker, weil der Tafeldecker Mayerhofer gestorben ist. Der extra Tafeljunge Wolf wird zum ordinari aufgenommen (OMeA Akten K. 6, 1784, Nr. 123)."
3733,"Anton","Tauber","1774 h.e.",2,0,"heiratet am 16.2.1757 eine Juliana Mariain, Heiratsfreigabe von den Piaristen (GSchK 1757/3; Hofburgpfarre, Trauungsbuch 1755-1810, 8).

War vorher (bis 1759/60) eh. Kammerheizerjunge, wird dann zum Kammertrabant befördert (P 25, 534). Ein Tauber Johann wird als eh. Kammerheizerjunge aufgenommen (P 25, 353). Verw.?

Bekommt ab 1772 eine Zulage v 100 fl aus dem Geh. KZA weil er EH Max frisiert hat (Geh. KZA 6, fol. 2 Nr. 16?)."
3409,"Joseph","Hautzinger (Hauzinger)","1761 Hof- u. Kammermaler",2,0,"1728-98 öst. Maler, Schüler von Paul Troger

BLKÖ 8 (1862), 93f; Thieme, ALBK 16 (1923), 156."
4955,"Josepha v.","Ducreux","Witwe nach Johann D.",0,0,"vertritt die Kaiserin Maria Theresia bei der Taufe des Sohns des Kammerdieners Michael Ruttner, Ferdinand Johann Nep, am 20.5.1800 (Hofburgpfarre, Taufbuch 1755-1824, 81).

Witwe nach Johann Ducreux (OMeA Akten K. 8, Nr. 274). 

1789 und 90 nicht im HK, nur im Schem.!

Starb am 6.11.1800 im 72 Jahr an Entkräftung in der Burg (Hofburgpfarre, Sterbebuch 1755-1824, 75). Steht nix ob Witwe od nicht."
4525,"Johann Joseph","Donth","ab 1781 abw",0,0,"Pfarrer zu Petschau in Böhmen (Wolfsgruber, Hofburgkapelle, 301)."
6008,"Georg","La Tour (Latour)",,0,0,"verwandt mit denen aus der venerie?"
5714,"Johann","Geraus",,0,0,"verh. Mit Leopoldine, geb. ?öhrerin, 
Sohn Franz Joseph, getauft 16.7.1806, Pate im Namen der Kaiserin Hr. ? Anton v. Görög, Erzieher des EH Joseph (Hofburgpfarre, Taufbuch 1755-1824, 95)."
4029,"Ignaz","Rauecker (Raubecker)",,0,0,"Dient vermultich seit 1764 (OMeA K. 1 (1781), Nr. 105). 
Seine Vorrückung zum Hoffutterschreiber 1787 mit jähr 750 fl. (P 45, Nr. 1030).

Gehaltsvermehrung unter Leopold (P 47 (1790), Nr. 70). 
Muss noch 1790 gestorben sein, denn eine Hoffutterschreibers-Witwe Eleonora bekommt für ihre zwei Kinder Anna und Joseph eine Pension von 250 fl. (P 47 (1790), Nr. 273). Sie dürfte auch bald gestorben sein, denn ein Joseph Rauecker wird als Gerhab der vater- und mutterlosen Waisen nach Ignaz Rauecker, gewesten Hoffutterschreiber, genannt (P 47 (1790), Nr. 706). Kinder bekommen 125 fl (P 47 (1790), Nr. 733). 

Familie erreicht Adelsstandserhebung 1805 (Megerle, 247), E.v. Lilienheim."
4561,"Simon","Steinmayr (I)",,0,0,"war vorher Hausknecht in der Hofburg und Kammerzahlamtsträger etc., (P 40, 130). 

seit 21.11.1767 verh. Mit Catharina Seybold (Seibald) (Hofburgpfarre, Trauungsbuch 1749-72, 72). 
Sohn Leopold, getauft 7.12.1768, Paten Karl Heiss im Namen seines Vaters Franz Heiss (Hofburgpfarre, Taufbuch 1755-1824, 27).
Sohn Simon Matthias, getauft 2.9.1770, Pate Leopold Moll, Cellario Cancellaria imperiali (Ebd., 33).
Sohn Johann Baptist, getauft 13.2.1773, Pate Andre Nikolai, geh. Kammerzahlamtskassier (Ebd. 40).
Tochter Amalia, getauft 9.5.1777, Patin Maria Anna Nikolain, Geh., KZA-Kassiersfrau (Ebd., 51).
Sohn Januarius, getauft 4.8.1778, Pate Alexander Cusson im Namen von Andreas Nikolai, Kammerzahlamtskassier (Ebd., 53).
Sohn Blasius, getauft 3.2.1781, Pate Johann Baptist Nikolai. Starb am 29.3.1781 (Ebd, 56).
Sohn Pius Peregrinus, getauft 12.4.1782, Pate Johann Nep. Nikolai. Starb am 21.4.1782 (Ebd., 57).
Sohn Adam, getauft 24.12.1783, Pate Johann Georg Jedlitschka im Namen von Andreas v. Nikolai (Ebd., 58).

Sohn Adam starb am 3.11.1786 im 3. Lebensjahr Begraben am Matzleinsdorfer Gottesacker (Hofburgpfarre, Sterbebuch 1755-1824, 46)."
6213,"Maria Anna v.","Fritz (II)","Witwe nach Joh. Wilhelm F., 1762 h.e.",0,0,"Witwe nach Joh. Wilhelm Fritz, wird im Okt 1756 als Kammerfrau aufgenommen (P 23, 568v). Mutter von Joseph Fritz v. Rustenfeld (OMeA AA K. 79, 1775). 

1762 handschriftlich umgetragen.

Im Okt. 1771 soll eine Kammerfrau nach Mailand geschickt werden, weil La Piani trop agée ist. MT wurde wer empfohlen, die mit den Kammerfrauen Wallerin und Fritzin verwandt sei. Von wem empfohlen? (Arneth, Briefe MTs an ihre Kinder, Bd 1, S. 83). 

Bleibt nach 1781 in der Burg, bekommt kein Kostgeld, aber Pension  (OMeA Akten K. 1 (1781), Nr. 112)."
4696,"Nikolaus","Prenschütz v. Schützenau",,0,0,"verw. Mit den anderen P.?"
461,"Ursula","Kräll (Krell, Grell)",,1,0,"in spanien 660 fl besoldung, in wien nur 330fl. 1746 gestrichen. Schwägerin von Philipp de Lil (P 8, 469v).

Starb am 19.(?) 10.1746 (Hofburgpfarre, Sterbebuch 1648-1755, 19)."
1781,"Johann Christoph","Aigner","1735 JUD, 1741 s.n., 1745 Rat",2,0,"Assessoren ab zumindest 1745 auch Räte!"
3918,"Anton","Gebhard",,0,0,"der 1766 schon viele Jahre emsigst dienende Anton Gebhart. Soll nun höhere Besoldung bekommen, 11.12.1766 (P 31, 307r).

Begleitet Maria Amalia 1769 nach Parma (Wolfsgruber, Hofburgkapelle, 290). Deshalb erst 1769 im Schem. 

Starb im Jänner 1799 (Wolfsgruber, Hofburgkapelle, 345)."
5510,"Anton","Keil",,0,0,"in den Hofstallungen, 1803 in der Stadtreitschule, 1804-06 in der Campagnereitschule"
4775,"Johann","Wittenberger","ab 1781-89 in Klagenfurt, 1784 h.e., 1790 in Innsbruck",0,0,"fehlt 1785 im schem."
1733,"Peter (Pietro)","Galli","1733-47 s.n. ab 1774 abw., 1784 jubil.",2,0,"1784 gestrichen"
6126,"Christian","Fleischhacker","im Augarten",0,0,"1785 im Augarten, 1795 im Augarten"
3075,"Philipp Joseph","Fillenbaum","1764 Rat",2,0,"lt Schweickhardt u. Frast seit zumindest 1759 E.v.. lt Megerle v. Mühlfeld seit 1764 Ritterstand.
1759 war ein Philipp Joseph E.v. F. mit einer Anna Sabina, geb. Ferroni (Ferrari?) verheiratet (Frast, Topographie, Bd 11, S. 19).
Ein Philipp E.v. Fillenbaum heiratet eine Barbara v. Moser, Tochter des Landuntermarschalls Karl v. Moser. Söhne aus der Ehe hießen Philipp Jakob, Ferdinand, Johann Georg, Karl. Philipp Jakob wurde 1764 als nö stand. Verordneter nach Frankfurt zur Kaiserkrönung geschickt und bekleidete durch 14 Jahre die Stelle eines Verordneten. 1771 Regierungsrat, 1784 Pension. (Herald-Genealog. Zeitschrift 2, 1872, bei Managetta, S. 95)

Eine Verwandte von ihm wird 13.12.1784 Taufpatin eines Sensel-Timmer Kindes (Am Hof, Taufbuch 0101, fol 21)."
5378,"Franz","Nitschner",,0,0,"Amt fehlt 1799 im HK und Schem."
4776,"Johann","Steinberger","ab 1781 in Klagenfurt",0,0,
4523,"Franz","Scholz","1781 abw, 1785 abw",0,0,"seit 1778 tit. Katechet und Direktor zu Reichenberg (Wolfsgruber, Hofburgkapelle, 299)."
3382,"Daniel","Weyerer (Weyrer)","1762 h.e.",2,0,"ev schon ab 1755? Amtsinhaber nicht namentlich drin

verh. Mit Johanna Leisin, Mundköchin Gehilfin, TZ ist Christoph Dressel, Hofkontrollorschreiber (Hofburgpfarre, Trauungsbuch 1756-1810, 11). 
Tochter Theresia Franziska, getauft am 20.9.1758, Patin Franziska Matern, Tochter der Mundköchin Eva Matern (Hofburgpfarre, Taufbuch 1755-1824, 4).
Tochter Anna Maria Eleonora, getauft am 8.1.1761. Patin ist Anna Maria Fischerin, Öhlerin bei den 3 Hacken zu Mariahilf (Ebd., 10).
Tochter Maria Anna, getauft 12.9.1762, Patin wie oben (Ebd., 15).

Seine Frau Johanna, Mundköchin, stirbt am 8.11.1783 mit 54 Jahren (Hofburgpfarre, Sterbebuch, 1755-1824, 19)."
2804,"Elisabeth de","Bayadias (Bojadies)","Mit Maria Anna am Brüsseler Hof, 1746 h.e.",1,0,"war vorher scheinbar bei M Anna (NL) in Dienst, bekommt 1745 jedenfalls klaggeld (ZA SR 44).

Heiratet am 11.11.1749 Franz Xaver Anton Giovanelli, NÖRR in Schönbrunn. In Beisein der Majestäten. TZ waren Dreyling HKrR, Joseph ? Baron v Koch, geh. Sekretär des Kaisers, Hr. v Hauer, Rat und Actuar supremi revisorii (Hofburgpfarre,  Trauungsbuch, 1749-72, 7)."
2772,"Peter","Affolter","wechselt in die Burg in Ofen",2,0,"verh. Mit Maria Anna.
Sohn Franz Joseph, getauft 20.11.1751, Pate MT, vertreter durch Christoph Stockl (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 172).
Sohn Franz Joseph, getauft 6.4.1753, Patin MT, vertreten durch Christoph Stockl (Ebd., 174).
Sohn Johann Maximilian, getauft 8.3.1754. Pate Anna Catharina, Gattin von Johann Maximilian Altmann, kais. Hofbauamts-Gegenhandler  (Ebd., 177).

1755 gestrichen, wechselt in die Burg von Ofen.
Wird für 1766 als Zimmerwärter in Ofen genannt (P 31, 207r). Wechsel vielleicht schon im Febr 1755, steht aber nicht so genau (P 23, 22v).

Eine Teresa Affolter ist 1771 djh figlia di guardaroba im toskan. Hofstaat (Contini, 217)."
6130,"Gottfried","Stauber",,0,0,"1785 im Bauholzstadl 25"
2757,"Toussaint","Prongard (Brongard)",,2,0,"Vater von Matthias Prongard (AA K. 70 (1767) Nr. 79). Will Aufnahme seines Sohnes zum wirkl Hofkontrollorschreiber, MT will aber keine Vermehrung."
4361,"Joseph","Sperlbauer (II)","wechselt 1785 zur Jägerei",0,0,"wurde im jan. 1785 als Junger Jäger nach Fischamend resolviert (OMeA Akten K. 7, Nr. 50)."
1389,"Maria Anna","Weinhoffer",,1,0,"Leibwäscherin Karls VI. durch 26 Jahre, hat nach ihrem Austritt nichts bekommen, sei wegen der Kriegszeiten immer vertröstet worden. Bekommt 1755 eine Pension von 140 fl jährl (P 23, 77v)"
4371,"Ursula","Fürst, geb. Neidig","ab 1776 verh., April bis Sept. 1781 in Klagenfurt bei M. Anna, dann pens., dann mit Ende 1783 wieder angestellt",0,0,"war bis Sept/Okt 1781 in Klagenfurt bei M. Anna, wurde dann aus Dienst entlassen (OMeA Akten K. 1, 1781, NR. 76) und 1782 pensioniert (OMeA Akten, K. 3, 1782, Nr. 62). Im Dez 1783 wieder angestelt (OmeA Akten K. 4, 1783, Nr. 65).

Ist Taufpatin für das Kind von Adam Kronister, kais. Hausknecht und seiner Frau Susanna, geb. Adingerin, Tochter Maria Anna, getauft 22.6.1790 (Hofburgpfarre, Taufbuch, 1755-1824, 65)."
5381,"Katharina","Wasermayr",,0,0,"ident/verw mit Theresia W?"
3621,"(Anna) Clara","Rausch",,1,0,"Kann das die Tochter von Johann Martin Rausch v. Traubenberg sein? Getauft 20.12.1727 sein (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 116). 

Taufpatin für Tochter von Johann Boy, Anna Josepha, getauft am 11.11.1762 (Hofburgpfarre, Taufbuch 1755-1824, 15).

War vorher Kammerfrau der Gr v Fuchs, wird danach kammerweib (-mensch) und bekommt die Hälfte der ursprünglichen Besoldung (150 fl von 300 fl) aus besonderer gnad weiter (Geh. KZA 6, fol. 13, Nr. 17). Rekrutierungspolitik!!!

Bleibt nach 1781 in der Burg, bekommt kein Kostgeld, aber Pension  (OMeA Akten K. 1 (1781), Nr. 112).
Starb am 16.4.1783 mit 64 Jahren (Hofburgpfarre, Sterbebuch, 1755-1824, 39)."
4249,"Franz","Lamotte","1776-81 abw",0,0,"wird 1766 auf eine dreijährige Reise zur Verbesserung seiner Fähigkeiten geschickt. Bekommt Versicherung, nachher als Hof- und Kammermusiker aufgenommen zu weredn (P 31, 311r).
1772 noch nicht im HK, aber im Schem!"
5800,"Albert","Jachs","im verein. phys. und astron. Kabinett",0,0,
702,"Maria Charlotte G.v.","Klenck","Witwe",1,0,"OMaA Test 1748-18. starb am 21.11.1748 bei Hof, verwitwet (Hofburgpfarre, Sterbebuch 1648-1755, 22)."
2630,"Elisabeth","Mancker",,1,0,"heiratet am 22.2.1751 Ignaz Krabeth. TZ waren Johann Georg Baber, Johann Kirschschlager (Hofburgpfarre,  Trauungsbuch, 1749-72, 18."
4944,"N. F.v.","Auersperg, geb. F.v. Lobkowitz",,0,0,
2507,"Maria Franziska","Eberl",,1,0,"eine Maria de Eberlin, vidua, kk. Guardedame, starb am 4.11.1761 (Hofburgpfarre, Sterbebuch 1755-1824, 7)."
4666,"Franz","Bourgeois","1784 RM",0,0,"hat Weishäpl bei seiner Krankheit schon vertreten und folgt ihm nach dessen Tod im Nov. 1785 im Amt nach (OMeA Akten, K. 10, 1785, Nr. 620)."
2849,"Leopold","Wolfram","1749-51 s.n., 1762 entlassen",2,0,"1762 gestrichen, wurde wegen seiner üblen aufführung des hofdienstes entlassen mit dem auftrag, sich des Titels zu enthalten (Wolfsgruber, Hofburgkapelle, 280)."
5391,"Franz","Pösinger (Pöstinger)",,0,0,
6226,"Theresia","Krim (Grim)","nur Aug-Nov",0,0,
5497,"Franz Xaver","Bando E.v. Aquileia","Erzbischöfl. Wiener Konsistorialrat",0,0,"schon 1804 zum Titular-Hofkaplan ernannt, aber nicht im HK (Wolfsgruber, Hofburgkapelle, 365)."
